CoID,Date,CostCtr,  Ces  ,  Stops  ,   GP Dollars
FDC,4/26/2019,5120,26323.51948,359,"166,119.04"
FDC,4/26/2019,5130,14912.09488,218,"107,675.32"
FDC,4/26/2019,5150,5987.637581,247,"39,881.68"
FDC,4/29/2019,5110,20927.57973,135,"129,555.74"
FDC,4/29/2019,5120,25503.85453,347,"160,946.41"
FDC,4/29/2019,5130,14447.76026,211,"104,322.51"
FDC,4/29/2019,5150,5801.193793,239,"38,639.84"
FDC,4/30/2019,5110,22105.50295,142,"136,847.87"
FDC,4/30/2019,5120,26939.35652,367,"170,005.39"
FDC,4/30/2019,5130,15260.96238,223,"110,194.37"
FDC,4/30/2019,5150,6127.717975,252,"40,814.71"
FDC,5/1/2019,5110,21382.40595,138,"132,371.42"
FDC,5/1/2019,5120,26058.13848,355,"164,444.31"
FDC,5/1/2019,5130,14761.75835,215,"106,589.79"
FDC,5/1/2019,5150,5927.273113,244,"39,479.61"
FDC,5/2/2019,5110,24061.13486,155,"148,954.55"
FDC,5/2/2019,5120,29322.63028,399,"185,045.44"
FDC,5/2/2019,5130,16611.07077,242,"119,943.06"
FDC,5/2/2019,5150,6669.825559,275,"44,425.51"
FDC,5/3/2019,5110,24217.58493,156,"149,923.08"
FDC,5/3/2019,5120,29513.29159,402,"186,248.64"
FDC,5/3/2019,5130,16719.0791,244,"120,722.95"
FDC,5/3/2019,5150,6713.194032,276,"44,714.37"
FDC,5/6/2019,5110,20094.56838,129,"124,398.84"
FDC,5/6/2019,5120,24488.68696,334,"154,540.02"
FDC,5/6/2019,5130,13872.67473,202,"100,170.01"
FDC,5/6/2019,5150,5570.280313,229,"37,101.80"
FDC,5/7/2019,5110,19124.02369,123,"118,390.52"
FDC,5/7/2019,5120,23305.91136,318,"147,075.92"
FDC,5/7/2019,5130,13202.64039,193,"95,331.91"
FDC,5/7/2019,5150,5301.242139,218,"35,309.82"
FDC,5/8/2019,5110,17694.06629,114,"109,538.13"
FDC,5/8/2019,5120,21563.26238,294,"136,078.63"
FDC,5/8/2019,5130,12215.44159,178,"88,203.67"
FDC,5/8/2019,5150,4904.853255,202,"32,669.61"
FDC,5/9/2019,5110,19648.05022,126,"121,634.60"
FDC,5/9/2019,5120,23944.52779,326,"151,106.01"
FDC,5/9/2019,5130,13564.41226,198,"97,944.14"
FDC,5/9/2019,5150,5446.504012,224,"36,277.37"
FDC,5/10/2019,5110,20167.69016,130,"124,851.51"
FDC,5/10/2019,5120,24577.79842,335,"155,102.38"
FDC,5/10/2019,5130,13923.15577,203,"100,534.51"
FDC,5/10/2019,5150,5590.549911,230,"37,236.81"
