CoID,Date,CostCtr,SHRINKAGE_QTY,SHRINKAGE_AMT,BREAKAGE_QTY,BREAKAGE_AMT,OVERAGE_QTY,OVERAGE_AMT
HJL,12/3/2019,5100,,,,,-10,-185.95
HJL,12/4/2019,5100,,,,,-10,-185.95
HJL,12/5/2019,5100,,,,,-10,-185.95
HJL,12/6/2019,5100,,,,,-10,-185.95
HJL,12/7/2019,5100,,,,,0,0
HJL,12/8/2019,5100,,,,,0,0
HJL,12/9/2019,5100,,,,,-10,-185.95
HJL,12/10/2019,5100,,,,,-10,-185.95
HJL,12/11/2019,5100,,,,,-10,-185.95
HJL,12/12/2019,5100,,,,,-10,-185.95
HJL,12/13/2019,5100,,,,,-10,-185.95
HJL,12/14/2019,5100,,,,,0,0
HJL,12/15/2019,5100,,,,,0,0
HJL,12/16/2019,5100,,,,,-10,-185.95
HJL,12/17/2019,5100,,,,,-10,-185.95
HJL,12/18/2019,5100,,,,,-10,-185.95
HJL,12/19/2019,5100,,,,,-10,-185.95
HJL,12/20/2019,5100,,,,,-10,-185.95
HJL,12/21/2019,5100,,,,,0,0
HJL,12/22/2019,5100,,,,,0,0
HJL,12/23/2019,5100,,,,,-11,-234.05
HJL,12/24/2019,5100,,,,,-11,-234.05
HJL,12/25/2019,5100,,,,,0,0
HJL,12/26/2019,5100,,,,,-11,-234.05
HJL,12/27/2019,5100,,,,,-11,-234.05
HJL,12/28/2019,5100,,,,,0,0
HJL,12/29/2019,5100,,,,,0,0
HJL,12/30/2019,5100,,,,,-23,-474.2
HJL,12/31/2019,5100,,,,,-23,-474.2
